,model,dataset,domain,num_variates,prediction_length,frequency,inference_time,time_series_avg_len,num_samples,normalized_inference_time,normalized_time_per_input_output_point,Model,"Dataset, Frequency, Term",dataset_name,term
262,moirai_large,solar/H/short,Energy,1,48,H,0.00076303482055658,8280.0,2603,6.107014506951755e-09,7.375621385207434e-13,Moi.L,"solar, H, short",solar,short
263,moirai_large,solar/W/short,Energy,1,8,W,0.00076313018798824,44.0,137,6.962866678724818e-07,1.5824696997101857e-08,Moi.L,"solar, W, short",solar,short
264,moirai_small,bitbrains_fast_storage/5T/long,Web/CloudOps,2,720,5T,0.03350369930267329,7560.0,2500,1.8613166279262937e-08,2.462059031648537e-12,Moi.S,"bitbrains_fast_storage, 5T, long",bitbrains_fast_storage,long
265,moirai_small,bitbrains_fast_storage/5T/medium,Web/CloudOps,2,480,5T,0.034114789962768496,7920.0,2500,2.8428991635640413e-08,3.5895191459141936e-12,Moi.S,"bitbrains_fast_storage, 5T, medium",bitbrains_fast_storage,medium
266,moirai_small,bitbrains_fast_storage/5T/short,Web/CloudOps,2,48,5T,0.03485853672027584,8184.0,22500,3.2276422889144295e-08,3.943844439045002e-12,Moi.S,"bitbrains_fast_storage, 5T, short",bitbrains_fast_storage,short
267,moirai_small,bitbrains_fast_storage/H/short,Web/CloudOps,2,48,H,0.00377686023712151,649.0,2500,3.147383530934591e-08,4.84958941592387e-11,Moi.S,"bitbrains_fast_storage, H, short",bitbrains_fast_storage,short
268,moirai_small,bitbrains_rnd/5T/long,Web/CloudOps,2,720,5T,0.00975661277770992,7560.0,1000,1.3550851080152667e-08,1.7924406190678132e-12,Moi.S,"bitbrains_rnd, 5T, long",bitbrains_rnd,long
269,moirai_small,bitbrains_rnd/5T/medium,Web/CloudOps,2,480,5T,0.00932915210723874,7920.0,1000,1.9435733556747378e-08,2.454006762215578e-12,Moi.S,"bitbrains_rnd, 5T, medium",bitbrains_rnd,medium
270,moirai_small,bitbrains_rnd/5T/short,Web/CloudOps,2,48,5T,0.01063795089721674,8184.0,9000,2.4624886336149863e-08,3.0089059550525246e-12,Moi.S,"bitbrains_rnd, 5T, short",bitbrains_rnd,short
271,moirai_small,bitbrains_rnd/H/short,Web/CloudOps,2,48,H,0.00191693305969233,648.0,1000,3.993610541025688e-08,6.162979229977913e-11,Moi.S,"bitbrains_rnd, H, short",bitbrains_rnd,short
272,moirai_small,bizitobs_application/10S/long,Web/CloudOps,2,900,10S,0.0014511346817016,7934.0,1,1.6123718685573335e-06,2.0322307392958576e-10,Moi.S,"bizitobs_application, 10S, long",bizitobs_application,long
273,moirai_small,bizitobs_application/10S/medium,Web/CloudOps,2,600,10S,0.00152554512023919,7934.0,2,1.271287600199325e-06,1.6023287121241808e-10,Moi.S,"bizitobs_application, 10S, medium",bizitobs_application,medium
274,moirai_small,bizitobs_application/10S/short,Web/CloudOps,2,60,10S,0.00163376331329342,8354.0,15,1.815292570326022e-06,2.1729621382882716e-10,Moi.S,"bizitobs_application, 10S, short",bizitobs_application,short
275,moirai_small,bizitobs_l2c/5T/long,Web/CloudOps,7,720,5T,0.00142221450805658,29808.0,5,3.9505958557127223e-07,1.3253475092970754e-11,Moi.S,"bizitobs_l2c, 5T, long",bizitobs_l2c,long
276,moirai_small,bizitobs_l2c/5T/medium,Web/CloudOps,7,480,5T,0.00129320621490475,30048.0,7,3.848828020549851e-07,1.2808932443256959e-11,Moi.S,"bizitobs_l2c, 5T, medium",bizitobs_l2c,medium
277,moirai_small,bizitobs_l2c/5T/short,Web/CloudOps,7,48,5T,0.00129263401031489,31464.0,20,1.346493760744677e-06,4.2794741950949565e-11,Moi.S,"bizitobs_l2c, 5T, short",bizitobs_l2c,short
278,moirai_small,bizitobs_l2c/H/long,Web/CloudOps,7,720,H,0.0009817838668822701,1944.0,1,1.363588704003153e-06,7.014345185201404e-10,Moi.S,"bizitobs_l2c, H, long",bizitobs_l2c,long
279,moirai_small,bizitobs_l2c/H/medium,Web/CloudOps,7,480,H,0.0010961532592773,2184.0,1,2.283652623494375e-06,1.0456284906109777e-09,Moi.S,"bizitobs_l2c, H, medium",bizitobs_l2c,medium
280,moirai_small,bizitobs_l2c/H/short,Web/CloudOps,7,48,H,0.0009747982025146001,2496.0,6,3.3847159809534723e-06,1.3560560821127695e-09,Moi.S,"bizitobs_l2c, H, short",bizitobs_l2c,short
281,moirai_small,bizitobs_service/10S/long,Web/CloudOps,2,900,10S,0.0019994735717773,7935.0,21,1.0579225247498941e-07,1.3332356959671003e-11,Moi.S,"bizitobs_service, 10S, long",bizitobs_service,long
282,moirai_small,bizitobs_service/10S/medium,Web/CloudOps,2,600,10S,0.0018725872039794499,7935.0,42,7.430901603093055e-08,9.364715315807252e-12,Moi.S,"bizitobs_service, 10S, medium",bizitobs_service,medium
283,moirai_small,bizitobs_service/10S/short,Web/CloudOps,2,60,10S,0.0018962144851684,8355.0,315,1.0032880873906878e-07,1.2008235636034564e-11,Moi.S,"bizitobs_service, 10S, short",bizitobs_service,short
284,moirai_small,dominick/long,Sales,1,30,W,6.4849853515625e-06,266.4834123222749,100014,2.161359193567067e-12,8.110670659505072e-15,Moi.S,"dominick, W, long",dominick,long
285,moirai_small,dominick/medium,Sales,1,20,W,5.9604644775390625e-06,276.4834123222749,100014,2.9798150646604787e-12,1.0777554572377541e-14,Moi.S,"dominick, W, medium",dominick,medium
286,moirai_small,dominick/short,Sales,1,2,W,6.175041198730468e-06,294.4834123222749,100014,3.0870884069882556e-11,1.0483063825713307e-13,Moi.S,"dominick, W, short",dominick,short
287,moirai_small,ercot/long,Energy,1,720,H,6.818771362304688e-06,154152.0,8,1.1838144726223416e-09,7.67952717202723e-15,Moi.S,"ercot, H, long",ercot,long
288,moirai_small,ercot/medium,Energy,1,480,H,5.53131103515625e-06,154392.0,8,1.44044558207194e-09,9.329794173739184e-15,Moi.S,"ercot, H, medium",ercot,medium
289,moirai_small,ercot/short,Energy,1,48,H,5.221366882324218e-06,154824.0,8,1.3597309589385986e-08,8.782430107338646e-14,Moi.S,"ercot, H, short",ercot,short
290,moirai_small,exchange_rate/long,Econ/Fin,1,120,D,6.175041198730468e-06,7468.0,8,6.432334582010905e-09,8.61319574452451e-13,Moi.S,"exchange_rate, D, long",exchange_rate,long
291,moirai_small,exchange_rate/medium,Econ/Fin,1,80,D,6.055831909179687e-06,7508.0,8,9.462237358093262e-09,1.2602873412484366e-12,Moi.S,"exchange_rate, D, medium",exchange_rate,medium
292,moirai_small,exchange_rate/short,Econ/Fin,1,8,D,6.461143493652344e-06,7580.0,8,1.0095536708831788e-07,1.3318650011651435e-11,Moi.S,"exchange_rate, D, short",exchange_rate,short
293,moirai_small,jena_weather/10T/long,Nature,21,720,10T,0.00196583271026608,49464.0,8,3.412904010878611e-07,6.899773594692325e-12,Moi.S,"jena_weather, 10T, long",jena_weather,long
294,moirai_small,jena_weather/10T/medium,Nature,21,480,10T,0.00219974517822261,49824.0,11,4.1661840496640346e-07,8.361801641104757e-12,Moi.S,"jena_weather, 10T, medium",jena_weather,medium
295,moirai_small,jena_weather/10T/short,Nature,21,48,10T,0.00200881958007808,52200.0,20,2.0925203959146667e-06,4.008659762288634e-11,Moi.S,"jena_weather, 10T, short",jena_weather,short
296,moirai_small,jena_weather/D/short,Nature,21,30,D,0.0009494304656981799,321.0,2,1.5823841094969664e-05,4.929545512451609e-08,Moi.S,"jena_weather, D, short",jena_weather,short
297,moirai_small,jena_weather/H/long,Nature,21,720,H,0.00113425254821771,7704.0,2,7.876753807067431e-07,1.0224239105746924e-10,Moi.S,"jena_weather, H, long",jena_weather,long
298,moirai_small,jena_weather/H/medium,Nature,21,480,H,0.0013039588928222,8064.0,2,1.3582905133564583e-06,1.684388037396402e-10,Moi.S,"jena_weather, H, medium",jena_weather,medium
299,moirai_small,jena_weather/H/short,Nature,21,48,H,0.0011393785476684,8304.0,19,1.2493185829697368e-06,1.504478062343132e-10,Moi.S,"jena_weather, H, short",jena_weather,short
300,moirai_small,solar/10T/long,Energy,1,720,10T,0.0007893800735473199,49320.0,1096,1.0003295741424878e-09,2.028243256574387e-14,Moi.S,"solar, 10T, long",solar,long
301,moirai_small,solar/10T/medium,Energy,1,480,10T,0.0007973194122314001,49680.0,1507,1.1022442659690888e-09,2.2186881360086328e-14,Moi.S,"solar, 10T, medium",solar,medium
302,moirai_small,solar/10T/short,Energy,1,48,10T,0.0008501768112182201,52056.0,2740,6.464239744664082e-09,1.2417857201214236e-13,Moi.S,"solar, 10T, short",solar,short
303,moirai_small,solar/D/short,Energy,1,30,D,0.00072801113128658,320.0,274,8.856583105676155e-08,2.7676822205237985e-10,Moi.S,"solar, D, short",solar,short
304,moirai_small,solar/H/long,Energy,1,720,H,0.0008036851882933999,7680.0,274,4.0738300298732765e-09,5.304466184730828e-13,Moi.S,"solar, H, long",solar,long
305,moirai_small,solar/H/medium,Energy,1,480,H,0.00083394050598139,8040.0,274,6.340788518714948e-09,7.886552883973816e-13,Moi.S,"solar, H, medium",solar,medium
306,moirai_small,solar/H/short,Energy,1,48,H,0.00081028938293452,8280.0,2603,6.485220442234281e-09,7.832391838447199e-13,Moi.S,"solar, H, short",solar,short
307,moirai_small,solar/W/short,Energy,1,8,W,0.0007105827331542501,44.0,137,6.48341909812272e-07,1.4735043404824362e-08,Moi.S,"solar, W, short",solar,short
308,timesfm1,bitbrains_fast_storage/5T/long,Web/CloudOps,2,720,5T,62.83853611946106,7560.0,2500,3.4910297844145034e-05,4.61776426509855e-09,T.FM1,"bitbrains_fast_storage, 5T, long",bitbrains_fast_storage,long
309,timesfm1,bitbrains_fast_storage/5T/medium,Web/CloudOps,2,480,5T,42.85852570533753,7920.0,2500,3.5715438087781274e-05,4.509525011083494e-09,T.FM1,"bitbrains_fast_storage, 5T, medium",bitbrains_fast_storage,medium
310,timesfm1,bitbrains_fast_storage/5T/short,Web/CloudOps,2,48,5T,103.65416061878204,8184.0,22500,9.597607464702041e-05,1.1727281848365153e-08,T.FM1,"bitbrains_fast_storage, 5T, short",bitbrains_fast_storage,short
311,timesfm1,bitbrains_fast_storage/H/short,Web/CloudOps,2,48,H,12.322266817092896,649.0,2500,0.00010268555680910746,1.5822119693236897e-07,T.FM1,"bitbrains_fast_storage, H, short",bitbrains_fast_storage,short
312,timesfm1,bitbrains_rnd/5T/long,Web/CloudOps,2,720,5T,25.283994936943053,7560.0,1000,3.511665963464313e-05,4.645060798233218e-09,T.FM1,"bitbrains_rnd, 5T, long",bitbrains_rnd,long
313,timesfm1,bitbrains_rnd/5T/medium,Web/CloudOps,2,480,5T,17.283845400810243,7920.0,1000,3.600801125168801e-05,4.5464660671323244e-09,T.FM1,"bitbrains_rnd, 5T, medium",bitbrains_rnd,medium
314,timesfm1,bitbrains_rnd/5T/short,Web/CloudOps,2,48,5T,41.711067175865175,8184.0,9000,9.655339624042865e-05,1.1797824565057263e-08,T.FM1,"bitbrains_rnd, 5T, short",bitbrains_rnd,short
315,timesfm1,bitbrains_rnd/H/short,Web/CloudOps,2,48,H,5.081120538711548,648.0,1000,0.00010585667788982392,1.6335907081762949e-07,T.FM1,"bitbrains_rnd, H, short",bitbrains_rnd,short
316,timesfm1,bizitobs_application/10S/long,Web/CloudOps,2,900,10S,0.6004257202148438,7934.0,1,0.0006671396891276041,8.408617206044923e-08,T.FM1,"bizitobs_application, 10S, long",bizitobs_application,long
317,timesfm1,bizitobs_application/10S/medium,Web/CloudOps,2,600,10S,0.41366186141967776,7934.0,2,0.00034471821784973146,4.344822508819403e-08,T.FM1,"bizitobs_application, 10S, medium",bizitobs_application,medium
318,timesfm1,bizitobs_application/10S/short,Web/CloudOps,2,60,10S,0.15558118820190425,8354.0,15,0.00017286798689100473,2.0692840183266067e-08,T.FM1,"bizitobs_application, 10S, short",bizitobs_application,short
319,timesfm1,bizitobs_l2c/5T/long,Web/CloudOps,7,720,5T,0.8705580711364747,29808.0,5,0.00024182168642679851,8.112643801221099e-09,T.FM1,"bizitobs_l2c, 5T, long",bizitobs_l2c,long
320,timesfm1,bizitobs_l2c/5T/medium,Web/CloudOps,7,480,5T,0.6558348417282105,30048.0,7,0.00019518894099053883,6.495904585680872e-09,T.FM1,"bizitobs_l2c, 5T, medium",bizitobs_l2c,medium
321,timesfm1,bizitobs_l2c/5T/short,Web/CloudOps,7,48,5T,0.4831701755523682,31464.0,20,0.0005033022662003835,1.5996131013233648e-08,T.FM1,"bizitobs_l2c, 5T, short",bizitobs_l2c,short
322,timesfm1,bizitobs_l2c/H/long,Web/CloudOps,7,720,H,0.49161539077758787,1944.0,1,0.0006827991538577609,3.5123413264288113e-07,T.FM1,"bizitobs_l2c, H, long",bizitobs_l2c,long
323,timesfm1,bizitobs_l2c/H/medium,Web/CloudOps,7,480,H,0.35092754364013673,2184.0,1,0.0007310990492502849,3.347523119277861e-07,T.FM1,"bizitobs_l2c, H, medium",bizitobs_l2c,medium
324,timesfm1,bizitobs_l2c/H/short,Web/CloudOps,7,48,H,0.23486130237579342,2496.0,6,0.0008154906332492828,3.267190037056421e-07,T.FM1,"bizitobs_l2c, H, short",bizitobs_l2c,short
325,timesfm1,bizitobs_service/10S/long,Web/CloudOps,2,900,10S,1.1730930805206299,7935.0,21,6.206841695876349e-05,7.822106737084245e-09,T.FM1,"bizitobs_service, 10S, long",bizitobs_service,long
326,timesfm1,bizitobs_service/10S/medium,Web/CloudOps,2,600,10S,1.1206893920898438,7935.0,42,4.44718012734065e-05,5.6045118176945806e-09,T.FM1,"bizitobs_service, 10S, medium",bizitobs_service,medium
327,timesfm1,bizitobs_service/10S/short,Web/CloudOps,2,60,10S,1.6413929224014283,8355.0,315,8.684618637044595e-05,1.0394516621238294e-08,T.FM1,"bizitobs_service, 10S, short",bizitobs_service,short
328,timesfm1,dominick/long,Sales,1,30,W,214.80568931102752,266.4834123222749,100014,7.159187357470872e-05,2.6865414605291914e-07,T.FM1,"dominick, W, long",dominick,long
329,timesfm1,dominick/medium,Sales,1,20,W,215.73665883541108,276.4834123222749,100014,0.00010785322996551036,3.9008933324287233e-07,T.FM1,"dominick, W, medium",dominick,medium
330,timesfm1,dominick/short,Sales,1,2,W,215.70089502334594,294.4834123222749,100014,0.0010783535056259422,3.661848037966296e-06,T.FM1,"dominick, W, short",dominick,short
331,timesfm1,ercot/long,Energy,1,720,H,0.480581259727478,154152.0,8,8.343424648046493e-05,5.412466038745195e-10,T.FM1,"ercot, H, long",ercot,long
332,timesfm1,ercot/medium,Energy,1,480,H,0.36746118068695066,154392.0,8,9.56930158038934e-05,6.198055326953041e-10,T.FM1,"ercot, H, medium",ercot,medium
333,timesfm1,ercot/short,Energy,1,48,H,0.13751778602600093,154824.0,8,0.00035811923444271075,2.313073131056624e-09,T.FM1,"ercot, H, short",ercot,short
334,timesfm1,exchange_rate/long,Econ/Fin,1,120,D,0.11174581050872798,7468.0,8,0.00011640188594659164,1.5586754947320788e-08,T.FM1,"exchange_rate, D, long",exchange_rate,long
335,timesfm1,exchange_rate/medium,Econ/Fin,1,80,D,0.11772563457489009,7508.0,8,0.00018394630402326575,2.4500040493242645e-08,T.FM1,"exchange_rate, D, medium",exchange_rate,medium
336,timesfm1,exchange_rate/short,Econ/Fin,1,8,D,0.2281291246414184,7580.0,8,0.0035645175725221626,4.702529779052985e-07,T.FM1,"exchange_rate, D, short",exchange_rate,short
337,timesfm1,jena_weather/10T/long,Nature,21,720,10T,2.4346326351165772,49464.0,8,0.0004226792769299613,8.545189975132649e-09,T.FM1,"jena_weather, 10T, long",jena_weather,long
338,timesfm1,jena_weather/10T/medium,Nature,21,480,10T,2.2174427270889283,49824.0,11,0.0004199702134638122,8.429074611910168e-09,T.FM1,"jena_weather, 10T, medium",jena_weather,medium
339,timesfm1,jena_weather/10T/short,Nature,21,48,10T,1.2743618488311768,52200.0,20,0.0013274602591991425,2.543027316473453e-08,T.FM1,"jena_weather, 10T, short",jena_weather,short
340,timesfm1,jena_weather/D/short,Nature,21,30,D,0.2527175664901733,321.0,2,0.004211959441502888,1.3121368976644511e-05,T.FM1,"jena_weather, D, short",jena_weather,short
341,timesfm1,jena_weather/H/long,Nature,21,720,H,0.8625082731246948,7704.0,2,0.0005989640785588158,7.774715453774868e-08,T.FM1,"jena_weather, H, long",jena_weather,long
342,timesfm1,jena_weather/H/medium,Nature,21,480,H,0.6099508762359619,8064.0,2,0.0006353654960791269,7.879036409711396e-08,T.FM1,"jena_weather, H, medium",jena_weather,medium
343,timesfm1,jena_weather/H/short,Nature,21,48,H,1.062048602104187,8304.0,19,0.0011645269759914332,1.40236870904556e-07,T.FM1,"jena_weather, H, short",jena_weather,short
344,timesfm1,solar/10T/long,Energy,1,720,10T,14.126408505439759,49320.0,1096,1.7901470632400344e-05,3.6296574680454875e-10,T.FM1,"solar, 10T, long",solar,long
345,timesfm1,solar/10T/medium,Energy,1,480,10T,13.185823249816895,49680.0,1507,1.822857671120451e-05,3.669198210789958e-10,T.FM1,"solar, 10T, medium",solar,medium
346,timesfm1,solar/10T/short,Energy,1,48,10T,7.002184891700745,52056.0,2740,5.3240456901617586e-05,1.0227535135549714e-09,T.FM1,"solar, 10T, short",solar,short
347,timesfm1,solar/D/short,Energy,1,30,D,0.8239824771881104,320.0,274,0.00010024117727349274,3.1325367897966484e-07,T.FM1,"solar, D, short",solar,short
348,timesfm1,solar/H/long,Energy,1,720,H,3.743754482269287,7680.0,274,1.897685767573645e-05,2.470945009861517e-09,T.FM1,"solar, H, long",solar,long
349,timesfm1,solar/H/medium,Energy,1,480,H,2.577781414985657,8040.0,274,1.9599919517834982e-05,2.4378009350541023e-09,T.FM1,"solar, H, medium",solar,medium
350,timesfm1,solar/H/short,Energy,1,48,H,6.056698250770569,8280.0,2603,4.847530294188251e-05,5.854505186217695e-09,T.FM1,"solar, H, short",solar,short
351,timesfm1,solar/W/short,Energy,1,8,W,0.5992765426635742,44.0,137,0.0005467851666638451,1.242693560599648e-05,T.FM1,"solar, W, short",solar,short
352,timesfm2,bitbrains_fast_storage/5T/long,Web/CloudOps,2,720,5T,575.5275372505188,7560.0,2500,0.00031973752069473267,4.22933228432186e-08,T.FM2,"bitbrains_fast_storage, 5T, long",bitbrains_fast_storage,long
353,timesfm2,bitbrains_fast_storage/5T/medium,Web/CloudOps,2,480,5T,382.3619301080704,7920.0,2500,0.0003186349417567253,4.0231684565243096e-08,T.FM2,"bitbrains_fast_storage, 5T, medium",bitbrains_fast_storage,medium
354,timesfm2,bitbrains_fast_storage/5T/short,Web/CloudOps,2,48,5T,864.4257758617401,8184.0,22500,0.0008003942369090186,9.779988232026132e-08,T.FM2,"bitbrains_fast_storage, 5T, short",bitbrains_fast_storage,short
355,timesfm2,bitbrains_fast_storage/H/short,Web/CloudOps,2,48,H,92.70656208992004,649.0,2500,0.000772554684082667,1.1903770170765286e-06,T.FM2,"bitbrains_fast_storage, H, short",bitbrains_fast_storage,short
356,timesfm2,bitbrains_rnd/5T/long,Web/CloudOps,2,720,5T,232.78393580913544,7560.0,1000,0.00032331102195713257,4.2766008195387905e-08,T.FM2,"bitbrains_rnd, 5T, long",bitbrains_rnd,long
357,timesfm2,bitbrains_rnd/5T/medium,Web/CloudOps,2,480,5T,155.99217307567596,7920.0,1000,0.00032498369390765826,4.1033294685310385e-08,T.FM2,"bitbrains_rnd, 5T, medium",bitbrains_rnd,medium
358,timesfm2,bitbrains_rnd/5T/short,Web/CloudOps,2,48,5T,351.2057182073593,8184.0,9000,0.0008129761995540725,9.933726778519948e-08,T.FM2,"bitbrains_rnd, 5T, short",bitbrains_rnd,short
359,timesfm2,bitbrains_rnd/H/short,Web/CloudOps,2,48,H,37.34302430152893,648.0,1000,0.0007779796729485193,1.2005859150440112e-06,T.FM2,"bitbrains_rnd, H, short",bitbrains_rnd,short
360,timesfm2,bizitobs_application/10S/long,Web/CloudOps,2,900,10S,5.241298937797547,7934.0,1,0.005823665486441719,7.340137996523467e-07,T.FM2,"bizitobs_application, 10S, long",bizitobs_application,long
361,timesfm2,bizitobs_application/10S/medium,Web/CloudOps,2,600,10S,3.339755344390869,7934.0,2,0.0027831294536590574,3.50785159271371e-07,T.FM2,"bizitobs_application, 10S, medium",bizitobs_application,medium
362,timesfm2,bizitobs_application/10S/short,Web/CloudOps,2,60,10S,0.7606168508529663,8354.0,15,0.0008451298342810736,1.0116469167836649e-07,T.FM2,"bizitobs_application, 10S, short",bizitobs_application,short
363,timesfm2,bizitobs_l2c/5T/long,Web/CloudOps,7,720,5T,7.01361448764801,29808.0,5,0.0019482262465688918,6.535917359664828e-08,T.FM2,"bizitobs_l2c, 5T, long",bizitobs_l2c,long
364,timesfm2,bizitobs_l2c/5T/medium,Web/CloudOps,7,480,5T,4.664907026290893,30048.0,7,0.0013883651863960992,4.62049116878361e-08,T.FM2,"bizitobs_l2c, 5T, medium",bizitobs_l2c,medium
365,timesfm2,bizitobs_l2c/5T/short,Web/CloudOps,7,48,5T,3.0201183795928954,31464.0,20,0.003145956645409266,9.99859091472561e-08,T.FM2,"bizitobs_l2c, 5T, short",bizitobs_l2c,short
366,timesfm2,bizitobs_l2c/H/long,Web/CloudOps,7,720,H,3.8846153736114504,1944.0,1,0.0053952991300159035,2.7753596347818432e-06,T.FM2,"bizitobs_l2c, H, long",bizitobs_l2c,long
367,timesfm2,bizitobs_l2c/H/medium,Web/CloudOps,7,480,H,2.710947632789612,2184.0,1,0.0056478075683116915,2.585992476333192e-06,T.FM2,"bizitobs_l2c, H, medium",bizitobs_l2c,medium
368,timesfm2,bizitobs_l2c/H/short,Web/CloudOps,7,48,H,1.4315837383270265,2496.0,6,0.004970776869191064,1.9914971431053944e-06,T.FM2,"bizitobs_l2c, H, short",bizitobs_l2c,short
369,timesfm2,bizitobs_service/10S/long,Web/CloudOps,2,900,10S,9.415538454055786,7935.0,21,0.0004981766377807294,6.278218497551726e-08,T.FM2,"bizitobs_service, 10S, long",bizitobs_service,long
370,timesfm2,bizitobs_service/10S/medium,Web/CloudOps,2,600,10S,8.77644715309143,7935.0,42,0.0003482717124242631,4.389057497470235e-08,T.FM2,"bizitobs_service, 10S, medium",bizitobs_service,medium
371,timesfm2,bizitobs_service/10S/short,Web/CloudOps,2,60,10S,11.473033213615418,8355.0,315,0.0006070387943711861,7.265575037357105e-08,T.FM2,"bizitobs_service, 10S, short",bizitobs_service,short
372,timesfm2,dominick/long,Sales,1,30,W,1766.7297730445862,266.4834123222749,100014,0.0005888274884998054,2.2096215421757657e-06,T.FM2,"dominick, W, long",dominick,long
373,timesfm2,dominick/medium,Sales,1,20,W,1750.272023844719,276.4834123222749,100014,0.0008750135100309551,3.1647956840572444e-06,T.FM2,"dominick, W, medium",dominick,medium
374,timesfm2,dominick/short,Sales,1,2,W,1815.2523718833922,294.4834123222749,100014,0.009074991360626474,3.081664698551864e-05,T.FM2,"dominick, W, short",dominick,short
375,timesfm2,ercot/long,Energy,1,720,H,3.9273104906082152,154152.0,8,0.0006818247379528151,4.4230677380300946e-09,T.FM2,"ercot, H, long",ercot,long
376,timesfm2,ercot/medium,Energy,1,480,H,2.62957603931427,154392.0,8,0.0006847854269047579,4.435368587133775e-09,T.FM2,"ercot, H, medium",ercot,medium
377,timesfm2,ercot/short,Energy,1,48,H,0.6987268686294555,154824.0,8,0.0018196012203892072,1.1752707722247243e-08,T.FM2,"ercot, H, short",ercot,short
378,timesfm2,exchange_rate/long,Econ/Fin,1,120,D,0.6619809389114379,7468.0,8,0.0006895634780327479,9.23357629931371e-08,T.FM2,"exchange_rate, D, long",exchange_rate,long
379,timesfm2,exchange_rate/medium,Econ/Fin,1,80,D,0.6480400562286377,7508.0,8,0.0010125625878572464,1.34864489592068e-07,T.FM2,"exchange_rate, D, medium",exchange_rate,medium
380,timesfm2,exchange_rate/short,Econ/Fin,1,8,D,0.7295638084411621,7580.0,8,0.011399434506893158,1.5038831803289125e-06,T.FM2,"exchange_rate, D, short",exchange_rate,short
381,timesfm2,jena_weather/10T/long,Nature,21,720,10T,22.871059584617615,49464.0,8,0.003970670066773892,8.02739379503051e-08,T.FM2,"jena_weather, 10T, long",jena_weather,long
382,timesfm2,jena_weather/10T/medium,Nature,21,480,10T,20.37840735912323,49824.0,11,0.0038595468483187934,7.746360886959685e-08,T.FM2,"jena_weather, 10T, medium",jena_weather,medium
383,timesfm2,jena_weather/10T/short,Nature,21,48,10T,9.270903968811036,52200.0,20,0.009657191634178162,1.8500367115283836e-07,T.FM2,"jena_weather, 10T, short",jena_weather,short
384,timesfm2,jena_weather/D/short,Nature,21,30,D,1.3052857160568236,321.0,2,0.021754761934280394,6.777184403202615e-05,T.FM2,"jena_weather, D, short",jena_weather,short
385,timesfm2,jena_weather/H/long,Nature,21,720,H,7.720187258720398,7704.0,2,0.005361241151889165,6.95903576309601e-07,T.FM2,"jena_weather, H, long",jena_weather,long
386,timesfm2,jena_weather/H/medium,Nature,21,480,H,5.158209276199341,8064.0,2,0.0053731346627076465,6.663113421016427e-07,T.FM2,"jena_weather, H, medium",jena_weather,medium
387,timesfm2,jena_weather/H/short,Nature,21,48,H,8.449262952804565,8304.0,19,0.009264542711408514,1.1156722918362855e-06,T.FM2,"jena_weather, H, short",jena_weather,short
388,timesfm2,solar/10T/long,Energy,1,720,10T,132.07135620117188,49320.0,1096,0.00016736536420464807,3.3934583172069762e-09,T.FM2,"solar, 10T, long",solar,long
389,timesfm2,solar/10T/medium,Energy,1,480,10T,121.07092919349671,49680.0,1507,0.00016737299435066455,3.3690216254159533e-09,T.FM2,"solar, 10T, medium",solar,medium
390,timesfm2,solar/10T/short,Energy,1,48,10T,55.63770489692688,52056.0,2740,0.0004230360773793102,8.126557503060362e-09,T.FM2,"solar, 10T, short",solar,short
391,timesfm2,solar/D/short,Energy,1,30,D,5.433804225921631,320.0,274,0.0006610467428128505,2.065771071290158e-06,T.FM2,"solar, D, short",solar,short
392,timesfm2,solar/H/long,Energy,1,720,H,33.942173671722415,7680.0,274,0.00017205075867661403,2.240244253601745e-08,T.FM2,"solar, H, long",solar,long
393,timesfm2,solar/H/medium,Energy,1,480,H,22.742058753967285,8040.0,274,0.0001729171133969532,2.1507103656337464e-08,T.FM2,"solar, H, medium",solar,medium
394,timesfm2,solar/H/short,Energy,1,48,H,51.849243831634524,8280.0,2603,0.0004149798616310869,5.011834077670132e-08,T.FM2,"solar, H, short",solar,short
395,timesfm2,solar/W/short,Energy,1,8,W,3.1985347509384154,44.0,137,0.0029183711231189923,6.632661643452256e-05,T.FM2,"solar, W, short",solar,short
